sheet,sub_table,column_position,column_label,cdid,sign_prefix,unit,table_code,classification,notes
Table_R2,3,10,"Secondary income, Other sectors",FNTC,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP
Table_R2,3,11,"Secondary income, Total",IKBP,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP
Table_R2,3,12,Total balance,HBOP,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP
Table_R2,4,2,Trade in goods,D28J,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP
Table_R2,4,3,Trade in services,D28K,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP
Table_R2,4,4,Total trade,D28L,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP
Table_R2,4,5,"Primary income,  Total",D28M,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP
Table_R2,4,6,"Secondary income, Total",D28N,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP
Table_R2,4,7,Current balance,AA6H,false,GBP million / % of GDP,R2,revision,4번째 부표는 % of GDP
Table_R3,1,2,Direct investment,N2V3,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,1,3,Portfolio investment,HHZZ,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,1,4,Financial derivatives,JX96,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,1,5,Other investment,HLXV,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,1,6,Reserve assets,LTEB,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,1,7,Total international investment position,HBQA,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,2,2,Direct investment,N2SV,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,2,3,Portfolio investment,HHZC,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,2,4,Financial derivatives (net),ZPNN,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,2,5,Other investment,XBMM,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,2,6,Reserve assets,LTCV,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,2,7,Total financial account transactions,HBNR,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,3,2,Direct investment,N2QP,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,3,3,Portfolio investment,HLYX,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,3,4,Other investment,AIOP,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,3,5,Reserve assets,HHCB,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,3,6,Total investment income earnings,HMBN,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,4,2,Direct investment,N2UG,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,4,3,Portfolio investment,HLXW,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,4,4,Financial derivatives,JX97,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,4,5,Other investment,HLYD,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,4,6,Total international investment position,HBQB,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,5,2,Direct investment,N2SA,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,5,3,Portfolio investment,HHZF,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,5,4,Other investment,XBMN,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,5,5,Total financial account transactions,HBNS,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,6,2,Direct investment,N2Q4,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,6,3,Portfolio investment,HLZC,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,6,4,Other investment,HLZN,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,6,5,Total investment income,HMBO,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,7,2,Direct investment,MU7O,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,7,3,Portfolio investment,CGNH,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,7,4,Financial derivatives,JX98,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,7,5,Other investment,CGNG,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,7,6,Reserve assets,LTEB,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,7,7,Total net international investment position,HBQC,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,8,2,Direct investment,MU7M,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,8,3,Portfolio investment,HHZD,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,8,4,Financial derivatives,ZPNN,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,8,5,Other investment,HHYR,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,8,6,Reserve assets,LTCV,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,8,7,Total net financial account transactions,HBNT,true,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,9,2,Direct investment,MU7E,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,9,3,Portfolio investment,HLZX,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,9,4,Other investment,CGNA,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,9,5,Reserve assets,HHCB,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
Table_R3,9,6,Total net investment income earnings,HMBM,false,GBP billion,R3,revision,9개 부표 단일 시트 적층
