freq,exch_rt,unit,geo\TIME_PERIOD	2006-01 	2006-02 	2006-03 	2006-04 	2006-05 	2006-06 	2006-07 	2006-08 	2006-09 	2006-10 	2006-11 	2006-12 	2007-01 	2007-02 	2007-03 	2007-04 	2007-05 	2007-06 	2007-07 	2007-08 	2007-09 	2007-10 	2007-11 	2007-12 	2008-01 	2008-02 	2008-03 	2008-04 	2008-05 	2008-06 	2008-07 	2008-08 	2008-09 	2008-10 	2008-11 	2008-12 	2009-01 	2009-02 	2009-03 	2009-04 	2009-05 	2009-06 	2009-07 	2009-08 	2009-09 	2009-10 	2009-11 	2009-12 	2010-01 	2010-02 	2010-03 	2010-04 	2010-05 	2010-06 	2010-07 	2010-08 	2010-09 	2010-10 	2010-11 	2010-12 	2011-01 	2011-02 	2011-03 	2011-04 	2011-05 	2011-06 	2011-07 	2011-08 	2011-09 	2011-10 	2011-11 	2011-12 	2012-01 	2012-02 	2012-03 	2012-04 	2012-05 	2012-06 	2012-07 	2012-08 	2012-09 	2012-10 	2012-11 	2012-12 	2013-01 	2013-02 	2013-03 	2013-04 	2013-05 	2013-06 	2013-07 	2013-08 	2013-09 	2013-10 	2013-11 	2013-12 	2014-01 	2014-02 	2014-03 	2014-04 	2014-05 	2014-06 	2014-07 	2014-08 	2014-09 	2014-10 	2014-11 	2014-12 	2015-01 	2015-02 	2015-03 	2015-04 	2015-05 	2015-06 	2015-07 	2015-08 	2015-09 	2015-10 	2015-11 	2015-12 	2016-01 	2016-02 	2016-03 	2016-04 	2016-05 	2016-06 	2016-07 	2016-08 	2016-09 	2016-10 	2016-11 	2016-12 	2017-01 	2017-02 	2017-03 	2017-04 	2017-05 	2017-06 	2017-07 	2017-08 	2017-09 	2017-10 	2017-11 	2017-12 	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 	2024-03 	2024-04 	2024-05 	2024-06 	2024-07 	2024-08 	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 	2025-03 	2025-04 	2025-05 	2025-06 	2025-07 	2025-08 	2025-09 	2025-10 	2025-11 	2025-12 	2026-01 	2026-02 
M,NEER_EA20,I15,UK	105.93507 	106.39941 	105.41731 	104.61435 	106.35112 	105.83683 	105.66272 	107.39173 	107.64334 	108.04318 	107.79990 	107.96323 	109.49841 	108.74164 	106.78135 	106.91297 	106.59699 	107.50654 	107.68892 	107.17638 	105.43823 	104.33405 	102.44023 	100.78217 	97.19579 	96.70759 	93.70074 	91.34940 	91.65195 	91.69423 	91.51425 	91.54692 	90.80482 	92.26040 	87.37631 	80.24127 	79.04368 	81.83365 	78.91991 	80.86299 	82.06043 	84.71515 	84.30066 	84.13118 	81.42298 	79.26844 	80.73726 	80.66575 	82.18853 	82.84622 	80.49654 	82.98587 	84.67160 	87.68206 	86.84796 	88.11667 	86.41438 	82.81531 	84.87766 	85.57514 	85.67623 	85.75385 	83.75712 	82.20292 	82.67549 	81.78389 	82.03300 	82.78931 	83.26132 	83.39087 	84.65102 	85.98866 	87.22524 	86.71959 	86.97568 	88.30837 	90.30616 	90.07226 	92.07373 	92.00675 	90.92475 	89.97538 	90.28537 	89.34283 	87.16169 	84.15215 	84.40142 	85.31405 	85.47533 	85.19660 	84.20723 	84.49055 	86.23145 	85.67334 	86.63439 	86.78111 	87.79335 	87.96881 	87.27088 	87.95786 	89.01953 	90.26524 	91.51652 	91.03526 	91.74492 	92.03928 	91.81531 	92.07559 	94.65802 	98.01920 	100.31011 	100.64622 	100.63374 	100.69855 	102.68334 	101.62127 	99.25187 	99.03843 	102.72367 	99.98271 	96.18920 	93.58429 	93.02879 	91.60710 	93.31548 	91.81656 	86.29597 	84.86789 	85.16016 	81.19497 	83.52723 	85.95401 	84.29760 	85.11349 	83.84712 	85.56465 	84.83329 	82.73476 	81.90059 	79.65035 	81.12119 	81.48533 	81.74044 	82.23062 	82.16637 	82.10581 	82.20747 	83.22023 	82.73224 	82.58113 	81.80019 	80.92408 	81.29231 	82.22105 	82.36479 	80.84485 	81.91409 	83.17091 	84.56817 	84.21813 	83.25485 	81.44996 	80.69361 	79.27305 	81.46414 	82.91029 	84.62895 	85.65791 	85.45972 	86.30619 	81.13300 	82.90603 	81.84141 	80.75509 	80.22884 	80.57195 	79.80505 	79.98720 	81.00081 	80.08949 	81.30841 	83.17039 	84.52165 	83.88289 	84.14282 	84.52067 	84.77649 	85.10004 	84.70669 	85.69629 	85.60353 	85.51433 	86.91893 	86.62470 	86.78002 	86.76229 	85.42047 	84.63272 	85.43330 	85.89467 	82.98392 	83.37044 	83.52964 	83.47407 	82.27927 	81.96550 	82.29818 	82.37014 	83.38699 	84.53286 	84.53780 	84.50191 	84.24069 	83.61961 	83.38228 	84.23107 	84.52060 	84.92295 	84.86584 	84.73316 	84.82588 	85.74876 	86.06536 	85.23798 	86.38346 	86.92700 	87.04909 	87.65310 	86.49994 	87.37159 	86.71238 	85.01007 	86.04726 	85.40790 	83.93841 	83.88125 	83.52705 	83.27723 	82.48107 	82.94909 	83.59097 	83.39561 
M,NEER_EA21,I15,UK	105.93441 	106.39876 	105.41665 	104.61370 	106.35046 	105.83614 	105.66201 	107.39105 	107.64265 	108.04254 	107.79933 	107.96273 	109.49791 	108.74117 	106.78094 	106.91257 	106.59658 	107.50611 	107.68855 	107.17598 	105.43782 	104.33365 	102.43988 	100.78180 	97.19542 	96.70728 	93.70051 	91.34919 	91.65185 	91.69426 	91.51429 	91.54695 	90.80488 	92.26042 	87.37635 	80.24131 	79.04371 	81.83366 	78.91993 	80.86301 	82.06046 	84.71520 	84.30070 	84.13122 	81.42302 	79.26848 	80.73730 	80.66579 	82.18857 	82.84626 	80.49658 	82.98592 	84.67165 	87.68211 	86.84801 	88.11672 	86.41443 	82.81535 	84.87769 	85.57517 	85.67626 	85.75388 	83.75716 	82.20295 	82.67552 	81.78392 	82.03302 	82.78933 	83.26133 	83.39089 	84.65104 	85.98868 	87.22525 	86.71960 	86.97569 	88.30839 	90.30618 	90.07227 	92.07376 	92.00678 	90.92479 	89.97540 	90.28538 	89.34285 	87.16170 	84.15216 	84.40142 	85.31406 	85.47533 	85.19661 	84.20725 	84.49056 	86.23145 	85.67334 	86.63438 	86.78111 	87.79334 	87.96880 	87.27087 	87.95786 	89.01953 	90.26525 	91.51652 	91.03526 	91.74492 	92.03927 	91.81530 	92.07558 	94.65800 	98.01918 	100.31010 	100.64622 	100.63375 	100.69856 	102.68334 	101.62128 	99.25187 	99.03843 	102.72367 	99.98270 	96.18919 	93.58429 	93.02880 	91.60713 	93.31551 	91.81658 	86.29599 	84.86792 	85.16018 	81.19499 	83.52725 	85.95402 	84.29761 	85.11353 	83.84716 	85.56468 	84.83333 	82.73481 	81.90064 	79.65040 	81.12122 	81.48535 	81.74045 	82.23063 	82.16641 	82.10584 	82.20750 	83.22027 	82.73228 	82.58118 	81.80023 	80.92412 	81.29235 	82.22109 	82.36482 	80.84489 	81.91413 	83.17096 	84.56821 	84.21817 	83.25489 	81.45001 	80.69366 	79.27310 	81.46418 	82.91032 	84.62898 	85.65794 	85.45976 	86.30623 	81.13301 	82.90604 	81.84142 	80.75510 	80.22886 	80.57197 	79.80507 	79.98721 	81.00082 	80.08951 	81.30841 	83.17039 	84.52166 	83.88290 	84.14284 	84.52070 	84.77652 	85.10007 	84.70672 	85.69631 	85.60355 	85.51435 	86.91895 	86.62471 	86.78003 	86.76230 	85.42049 	84.63274 	85.43332 	85.89470 	82.98394 	83.37046 	83.52966 	83.47408 	82.27929 	81.96552 	82.29820 	82.37016 	83.38700 	84.53288 	84.53782 	84.50192 	84.24070 	83.61962 	83.38230 	84.23109 	84.52062 	84.92297 	84.86586 	84.73318 	84.82589 	85.74878 	86.06538 	85.23800 	86.38348 	86.92701 	87.04910 	87.65312 	86.49996 	87.37160 	86.71240 	85.01009 	86.04727 	85.40792 	83.93843 	83.88127 	83.52707 	83.27725 	82.48108 	82.94910 	83.59099 	83.39563 
M,NEER_EU27_2020,I15,UK	105.31267 	105.75236 	104.87414 	104.06619 	105.76491 	105.30353 	105.13133 	106.78762 	107.09734 	107.43620 	107.05338 	107.14402 	108.71983 	108.03953 	106.11802 	106.16913 	105.83202 	106.80609 	106.87122 	106.46878 	104.71920 	103.52077 	101.67682 	100.05253 	96.51475 	95.97691 	92.98795 	90.56305 	90.81256 	90.82117 	90.53592 	90.60224 	90.00994 	91.74679 	87.08932 	80.32161 	79.32377 	82.44020 	79.53917 	81.29332 	82.36065 	85.14658 	84.57755 	84.14040 	81.43165 	79.34926 	80.81028 	80.76225 	82.17890 	82.74091 	80.24470 	82.69841 	84.50543 	87.52792 	86.65345 	87.82380 	86.04642 	82.45598 	84.53137 	85.18845 	85.13706 	85.16387 	83.25420 	81.68884 	82.14987 	81.33951 	81.61710 	82.45053 	83.06289 	83.24144 	84.61009 	85.90614 	87.03785 	86.35449 	86.60160 	87.95841 	90.09274 	89.83280 	91.61169 	91.32878 	90.37223 	89.47921 	89.81506 	88.87380 	86.73878 	83.70620 	83.91994 	84.85139 	85.06179 	84.89961 	83.89953 	84.18451 	85.91494 	85.34292 	86.41608 	86.62256 	87.60401 	87.80575 	87.12298 	87.84808 	88.88780 	90.12588 	91.44886 	91.01204 	91.70350 	91.98696 	91.79116 	92.13111 	94.79187 	98.06977 	100.21405 	100.49812 	100.54417 	100.66384 	102.67067 	101.68181 	99.28525 	99.07068 	102.74627 	100.02101 	96.31512 	93.72320 	93.06386 	91.62174 	93.42806 	91.94170 	86.44956 	84.95784 	85.27925 	81.34303 	83.77198 	86.19667 	84.43106 	85.20716 	83.95217 	85.65683 	84.92491 	82.82622 	81.94493 	79.69464 	81.17620 	81.54785 	81.84920 	82.36075 	82.22524 	82.19888 	82.39290 	83.44985 	83.02848 	82.89620 	82.13779 	81.26572 	81.63952 	82.57028 	82.69044 	81.15024 	82.21337 	83.55429 	84.93948 	84.59247 	83.71101 	81.83098 	81.05680 	79.73446 	81.95162 	83.39604 	85.07659 	86.05111 	85.85179 	86.71959 	81.78995 	83.69721 	82.52925 	81.32803 	80.76667 	81.05136 	80.40531 	80.64705 	81.56064 	80.60975 	81.83927 	83.67220 	85.15329 	84.46357 	84.66258 	85.00200 	85.34859 	85.65890 	85.25119 	86.25866 	86.19896 	86.15036 	87.48353 	87.22712 	87.59328 	87.41170 	86.15097 	85.41020 	86.29192 	86.69819 	83.85012 	84.34967 	84.39522 	84.35583 	83.16371 	82.82111 	83.14140 	83.16938 	84.14702 	85.33384 	85.34961 	85.39521 	85.24909 	84.53270 	84.17794 	84.91326 	85.26082 	85.67791 	85.64307 	85.56877 	85.61425 	86.50923 	86.88835 	86.03983 	87.15637 	87.77424 	87.97062 	88.51671 	87.33148 	88.07410 	87.33218 	85.69574 	86.71021 	86.09086 	84.63564 	84.55965 	84.14092 	83.87174 	83.04859 	83.49162 	84.07555 	83.85576 
M,NEER_IC37,I15,UK	107.26825 	107.41721 	106.80119 	106.62259 	109.39171 	109.10207 	109.00527 	110.95864 	111.19703 	111.39982 	111.62811 	112.57257 	113.94783 	113.33123 	111.53457 	112.15422 	111.80373 	112.53600 	113.12735 	112.36788 	110.87490 	110.09003 	108.83000 	107.04044 	103.25135 	102.61510 	100.69299 	98.76536 	98.62975 	98.81453 	98.91176 	97.70391 	95.93476 	96.03709 	89.98315 	84.09726 	82.49715 	84.96247 	82.82278 	84.69305 	86.33246 	89.83116 	89.26234 	89.03840 	86.45160 	84.39130 	86.05574 	85.49585 	86.30276 	85.81251 	82.93017 	85.12447 	85.31870 	87.49918 	87.60460 	88.84819 	87.23710 	84.99046 	86.66752 	86.44472 	86.65593 	87.31453 	85.88988 	84.99964 	85.13021 	84.25453 	84.13005 	85.03871 	84.90148 	85.11609 	86.26708 	86.90750 	87.26349 	87.11645 	87.64053 	88.89300 	90.29527 	89.50223 	90.64648 	90.53742 	90.51709 	89.94170 	90.06201 	89.85658 	88.41488 	85.81270 	85.36878 	86.54787 	87.04731 	87.36659 	86.39349 	87.15561 	89.09085 	88.95003 	89.98705 	91.00433 	92.18457 	92.28648 	91.84241 	92.40149 	93.23752 	94.26838 	95.47387 	94.66002 	94.81259 	94.84272 	94.60823 	95.06791 	95.49600 	98.15590 	99.05597 	99.01437 	100.13102 	100.85023 	102.46238 	102.33895 	100.40203 	100.00454 	102.26130 	100.04491 	96.44280 	94.30706 	93.25409 	92.19247 	94.15997 	92.10092 	86.04278 	84.78527 	85.19125 	80.86894 	83.00315 	85.21301 	83.78545 	84.33994 	83.28160 	84.98622 	85.39497 	83.55762 	83.42567 	81.79749 	83.57718 	83.94502 	84.44056 	85.23890 	85.73850 	85.91250 	86.14884 	87.34495 	86.11766 	85.74937 	85.13200 	84.39378 	85.31659 	85.69345 	85.30941 	83.74456 	84.74611 	85.94844 	87.40718 	86.99314 	86.04514 	84.17376 	83.02769 	81.39390 	83.38335 	85.10237 	86.83288 	88.02035 	87.74327 	88.22553 	84.06734 	85.62933 	84.41747 	83.98386 	83.91260 	85.23691 	84.45307 	84.76288 	85.77600 	85.41357 	86.49647 	88.23668 	89.65698 	89.26850 	89.93305 	90.21777 	90.06190 	90.23110 	89.84784 	90.60260 	90.44512 	90.75015 	92.18701 	92.05896 	91.49477 	91.07260 	89.55633 	89.13187 	88.94930 	89.04604 	85.92717 	86.64668 	87.56379 	88.39870 	87.45377 	87.05837 	87.62921 	88.47439 	89.41800 	91.15867 	92.01334 	91.93377 	91.20438 	90.36102 	90.81547 	91.50742 	91.99740 	92.40885 	92.80540 	92.52018 	92.86586 	93.73957 	94.47277 	93.70446 	95.05071 	95.37524 	94.97367 	95.29923 	93.90616 	94.77187 	95.35728 	94.63379 	95.84696 	95.85750 	94.82835 	94.77342 	94.57179 	94.17342 	93.25683 	94.15415 	94.82943 	94.49952 
M,NEER_IC42,I15,UK	107.67152 	107.56850 	106.95358 	106.82028 	109.93768 	109.53642 	109.39064 	111.42344 	111.54307 	111.63170 	111.97079 	113.03202 	114.23721 	113.59284 	111.92480 	112.60991 	112.15783 	112.76915 	113.44189 	112.77275 	111.34855 	110.61116 	109.54410 	107.66345 	103.92227 	103.24529 	101.72024 	99.75561 	99.59938 	99.63011 	99.71718 	98.21318 	96.50381 	96.63734 	90.46423 	85.07686 	83.57890 	86.12518 	83.90308 	85.63654 	87.31909 	90.95230 	90.50901 	90.34819 	87.82605 	85.67780 	87.37668 	86.75301 	87.33280 	86.62204 	83.53611 	85.52269 	85.43924 	87.56459 	87.99169 	89.33749 	87.82914 	85.94085 	87.58012 	87.06121 	87.20905 	87.92273 	86.59609 	85.76652 	85.87479 	84.98858 	84.75887 	85.84305 	85.70133 	85.95782 	86.90859 	87.42885 	87.58413 	87.39192 	87.79218 	89.08946 	90.55473 	89.92963 	90.89650 	90.82717 	90.99923 	90.33988 	90.29510 	90.13279 	88.52701 	85.84974 	85.17169 	86.38768 	86.66794 	87.35654 	86.29535 	87.28028 	89.07071 	89.02197 	89.97735 	91.00957 	92.14946 	92.51940 	92.35671 	92.87875 	93.59700 	94.48316 	95.63665 	94.70090 	94.60799 	94.72775 	94.63750 	95.61985 	95.84115 	98.38076 	98.67607 	98.05243 	99.42968 	100.36641 	101.95162 	102.76630 	101.14464 	100.53854 	102.33650 	100.74240 	97.65147 	95.77503 	94.44388 	93.43172 	95.44899 	93.45841 	87.24652 	86.07156 	86.48823 	81.94616 	84.11404 	85.99726 	84.46901 	84.97671 	83.94475 	85.69543 	86.33000 	84.62237 	84.67375 	83.10911 	84.76801 	85.02036 	85.44582 	86.25262 	86.74102 	86.96407 	87.19171 	88.42394 	86.94133 	86.67188 	86.47963 	85.86473 	86.91489 	87.13526 	86.73896 	85.14387 	86.06153 	87.07128 	88.44531 	87.97005 	87.29955 	85.54810 	84.27149 	83.03004 	84.97974 	86.66554 	88.26410 	89.49949 	88.98824 	89.52788 	85.79701 	87.35463 	86.27584 	85.98882 	86.08400 	87.71436 	86.70002 	86.84364 	87.67358 	87.39121 	88.48558 	90.21150 	91.51664 	91.17535 	91.75177 	91.79681 	91.59121 	91.76627 	91.33117 	91.82490 	91.36394 	91.40602 	92.93103 	92.77211 	92.51213 	91.19614 	89.41109 	88.55666 	88.15335 	88.44527 	85.37160 	86.23228 	87.53578 	88.64074 	87.67924 	87.43626 	88.16988 	89.39850 	90.30543 	92.25431 	93.49227 	93.43623 	92.52714 	91.55016 	91.84477 	92.67933 	93.15380 	93.47632 	93.93295 	93.58869 	93.94484 	94.77714 	95.63418 	94.99923 	96.42639 	96.61030 	96.23001 	96.63972 	94.98101 	95.70007 	96.51308 	96.26613 	97.23750 	97.32419 	96.38979 	96.28355 	96.17563 	95.56098 	94.48114 	95.41485 	95.94368 	95.63486 
M,REER_EA20_CPI,I15,UK	99.06282 	99.23890 	98.13537 	97.41206 	99.25240 	98.95422 	98.90397 	100.65399 	101.10023 	101.58823 	101.57150 	101.84623 	103.17762 	102.32778 	100.38253 	100.28300 	100.02815 	101.05462 	100.97013 	100.67298 	98.84035 	97.77367 	95.83914 	94.42592 	90.95092 	90.50060 	87.21675 	85.53341 	85.77925 	86.01990 	85.93423 	86.50464 	86.07699 	87.30809 	83.08770 	76.24740 	75.21611 	77.94289 	75.06445 	76.86998 	78.36591 	80.96418 	81.03997 	80.81725 	78.27774 	76.18116 	77.73438 	77.73741 	79.69612 	80.11498 	77.48727 	80.09328 	81.81970 	84.86848 	84.19678 	85.56282 	83.73680 	80.23402 	82.46397 	83.39908 	84.09190 	84.06490 	81.49698 	80.19740 	80.82860 	79.99676 	80.50914 	81.38611 	81.98823 	81.89675 	83.26917 	84.60294 	86.10418 	85.40853 	84.93833 	86.38053 	88.45414 	88.06049 	90.41029 	90.26788 	89.07124 	88.31086 	88.99152 	88.01346 	86.34983 	83.26730 	82.98999 	84.18783 	84.43200 	83.92922 	83.20761 	83.68237 	85.44077 	85.10851 	86.12118 	86.32390 	87.76285 	87.86376 	86.68277 	87.54191 	88.72048 	90.04882 	91.50218 	91.14091 	91.72580 	92.20641 	91.98404 	92.33338 	95.64187 	98.57794 	99.98434 	100.17863 	100.06544 	100.15369 	102.40284 	101.60775 	99.10566 	98.92828 	103.11218 	100.44918 	97.49489 	94.71154 	93.38528 	91.98552 	93.47952 	92.01779 	86.63481 	85.38288 	85.78532 	81.70736 	84.59073 	86.92538 	85.62030 	86.45363 	84.87031 	86.54246 	86.15013 	83.93969 	83.22525 	81.08853 	82.69178 	83.12912 	83.83462 	84.29889 	84.54581 	84.46460 	83.99297 	85.02594 	84.30215 	84.09977 	83.26413 	82.67314 	82.97699 	83.80251 	84.61273 	83.22724 	84.55726 	85.73122 	86.61505 	86.10705 	85.27525 	83.29686 	82.77179 	81.37626 	83.71631 	84.99204 	87.26316 	88.02295 	88.51022 	89.29804 	83.63178 	85.21085 	84.22886 	82.92899 	82.82681 	83.23703 	82.77926 	82.84738 	84.20130 	83.16758 	84.17157 	85.83633 	86.77636 	86.18050 	86.70098 	87.17882 	87.36724 	87.89045 	87.39920 	88.41087 	88.41448 	88.40122 	89.41116 	88.85569 	87.69689 	89.02925 	87.52135 	86.71150 	87.70112 	87.92273 	84.12307 	84.61508 	85.46939 	86.06738 	84.82317 	84.55787 	84.76772 	85.35158 	86.89439 	88.10834 	87.77253 	87.45766 	87.55530 	86.86123 	87.04558 	88.05541 	88.33560 	88.60011 	88.50681 	88.29685 	88.51164 	89.47544 	89.60160 	88.89757 	90.39533 	91.15493 	91.85199 	92.42363 	91.53031 	92.16377 	91.35120 	90.08715 	91.50501 	90.84938 	89.23170 	89.21063 	88.81881 	88.68317 	88.09054 	88.71259 	89.65859 	89.09789 
M,REER_EA21_CPI,I15,UK	99.09601 	99.26576 	98.16307 	97.43960 	99.28050 	98.98515 	98.93379 	100.68473 	101.13253 	101.61895 	101.59925 	101.87257 	103.19840 	102.34781 	100.40423 	100.30470 	100.04944 	101.07694 	100.98675 	100.68313 	98.84824 	97.78180 	95.84363 	94.42851 	90.94834 	90.49646 	87.21309 	85.52867 	85.77408 	86.01452 	85.92498 	86.49526 	86.06623 	87.29683 	83.07690 	76.23820 	75.20383 	77.93041 	75.05439 	76.85910 	78.35496 	80.95295 	81.02712 	80.80501 	78.26670 	76.17051 	77.72329 	77.72622 	79.68129 	80.10030 	77.47487 	80.07863 	81.80506 	84.85435 	84.18032 	85.54620 	83.72090 	80.21898 	82.44734 	83.38180 	84.07091 	84.04373 	81.47925 	80.18190 	80.81277 	79.98191 	80.49151 	81.36917 	81.97350 	81.88192 	83.25404 	84.58762 	86.08398 	85.38815 	84.92271 	86.36565 	88.43879 	88.04686 	90.38920 	90.24595 	89.05154 	88.29276 	88.97335 	87.99552 	86.32770 	83.24689 	82.97523 	84.17415 	84.41883 	83.91736 	83.19435 	83.66989 	85.43087 	85.09753 	86.10994 	86.31242 	87.74717 	87.85224 	86.67746 	87.53633 	88.71653 	90.04701 	91.49393 	91.13331 	91.72416 	92.20372 	91.98281 	92.32958 	95.63396 	98.57280 	99.98314 	100.17741 	100.06538 	100.15653 	102.40213 	101.60662 	99.10951 	98.93330 	103.11633 	100.45114 	97.49092 	94.71119 	93.39294 	91.99470 	93.49048 	92.02889 	86.63946 	85.38761 	85.79440 	81.71735 	84.59959 	86.93361 	85.62181 	86.45742 	84.87935 	86.55227 	86.16038 	83.95083 	83.23296 	81.09632 	82.70197 	83.13895 	83.84226 	84.30516 	84.54707 	84.46646 	83.99980 	85.03353 	84.31069 	84.10652 	83.26560 	82.67386 	82.98070 	83.80688 	84.61570 	83.23008 	84.55501 	85.72974 	86.61669 	86.10927 	85.27716 	83.29948 	82.76745 	81.37181 	83.71731 	84.99319 	87.26121 	88.01885 	88.49956 	89.28851 	83.62671 	85.20867 	84.22715 	82.92896 	82.82233 	83.22890 	82.77662 	82.84496 	84.19681 	83.16254 	84.16600 	85.82996 	86.77310 	86.17682 	86.69765 	87.17707 	87.36200 	87.88360 	87.39398 	88.40395 	88.40499 	88.39010 	89.39625 	88.83997 	87.68322 	89.00873 	87.49849 	86.68716 	87.67379 	87.89516 	84.10062 	84.59616 	85.44556 	86.03832 	84.78553 	84.52073 	84.73186 	85.31619 	86.86047 	88.07470 	87.73189 	87.41756 	87.51906 	86.82502 	87.00392 	88.01279 	88.29001 	88.55651 	88.46653 	88.26064 	88.47646 	89.44061 	89.56013 	88.85707 	90.36120 	91.11878 	91.81119 	92.38279 	91.47688 	92.11105 	91.30112 	90.04873 	91.46502 	90.80921 	89.18407 	89.16304 	88.77584 	88.63920 	88.04396 	88.66611 	89.60386 	89.04688 
M,REER_EU27_2020_CPI,I15,UK	98.89034 	99.05453 	98.04216 	97.31078 	99.11043 	98.86186 	98.82200 	100.51423 	100.96897 	101.39612 	101.24099 	101.48317 	102.80485 	102.02417 	100.11612 	99.95000 	99.67048 	100.75660 	100.56450 	100.38125 	98.49598 	97.31948 	95.41050 	94.04040 	90.50482 	90.01476 	86.76923 	84.98739 	85.19527 	85.40687 	85.22870 	85.82427 	85.50111 	86.99032 	82.95923 	76.46716 	75.54778 	78.58465 	75.69197 	77.31417 	78.65015 	81.37252 	81.25271 	80.80974 	78.25194 	76.22641 	77.75994 	77.80761 	79.56792 	79.89303 	77.16780 	79.73640 	81.57125 	84.62394 	83.88475 	85.18145 	83.26121 	79.77569 	82.00352 	82.91305 	83.39036 	83.33232 	80.89976 	79.59497 	80.19062 	79.46003 	79.99159 	80.97141 	81.72554 	81.68323 	83.13348 	84.43972 	85.73586 	84.88231 	84.45553 	85.92539 	88.10786 	87.68498 	89.81027 	89.49284 	88.42401 	87.72759 	88.42551 	87.48623 	85.80436 	82.72162 	82.46872 	83.66674 	83.96788 	83.58706 	82.84821 	83.34040 	85.09519 	84.73431 	85.86924 	86.14350 	87.48405 	87.63336 	86.53027 	87.41473 	88.55620 	89.88785 	91.38784 	91.10419 	91.68806 	92.13585 	91.94553 	92.37475 	95.66105 	98.54571 	99.88098 	100.04643 	99.99228 	100.15798 	102.40327 	101.71805 	99.18104 	99.00042 	103.13178 	100.48950 	97.50238 	94.76371 	93.43018 	92.00053 	93.62154 	92.17353 	86.80342 	85.51599 	85.96467 	81.89759 	84.82705 	87.17779 	85.68084 	86.48760 	84.97259 	86.65308 	86.24787 	84.05110 	83.25164 	81.15865 	82.77635 	83.19494 	83.90179 	84.41032 	84.51049 	84.48156 	84.17528 	85.24555 	84.62422 	84.42739 	83.59818 	83.04634 	83.35575 	84.18600 	84.92692 	83.51463 	84.75730 	86.02086 	86.93626 	86.44525 	85.67740 	83.64440 	83.05854 	81.80331 	84.16510 	85.42242 	87.60078 	88.30599 	88.67593 	89.48438 	84.11841 	85.88016 	84.73937 	83.32295 	83.13315 	83.45121 	83.13348 	83.26555 	84.46490 	83.40535 	84.38237 	86.01229 	87.11788 	86.47267 	86.92731 	87.37517 	87.61741 	88.13876 	87.62159 	88.65279 	88.68649 	88.69726 	89.53942 	89.05042 	88.16689 	89.23854 	87.75206 	86.91390 	87.95922 	88.10111 	84.41785 	85.10159 	85.72277 	86.22266 	84.82337 	84.52718 	84.74206 	85.30183 	86.81490 	88.02979 	87.68108 	87.51319 	87.75064 	86.95813 	86.93628 	87.83798 	88.08244 	88.40323 	88.37878 	88.23475 	88.42062 	89.36969 	89.50171 	88.82311 	90.26369 	91.09273 	91.78484 	92.33086 	91.29122 	91.78663 	90.96412 	89.84140 	91.18609 	90.55107 	88.91176 	88.90411 	88.46028 	88.29716 	87.65653 	88.27504 	89.04713 	88.50619 
