cdid,item_name_kr,stat_code,time,data_value,unit
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2013Q3,-72732.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2013Q4,11358.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2014Q1,27643.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2014Q2,-13607.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2014Q3,-27769.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2014Q4,27697.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2015Q1,-100913.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2015Q2,9578.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2015Q3,6415.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2015Q4,-2253.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2016Q1,23188.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2016Q2,-19512.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2016Q3,13062.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2016Q4,-5224.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2017Q1,9802.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2017Q2,6759.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2017Q3,6518.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2017Q4,-8073.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2018Q1,20634.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2018Q2,-11435.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2018Q3,14092.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2018Q4,-15552.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2019Q1,-5037.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2019Q2,-5464.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2019Q3,22101.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2019Q4,-9663.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2020Q1,9051.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2020Q2,4711.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2020Q3,13439.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2020Q4,-1383.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2021Q1,-368.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2021Q2,-18195.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2021Q3,-2647.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2021Q4,-6013.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2022Q1,4948.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2022Q2,-9690.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2022Q3,-22333.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2022Q4,-21303.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2023Q1,14029.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2023Q2,26943.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2023Q3,-25349.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2023Q4,-14603.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2024Q1,-11042.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2024Q2,13098.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2024Q3,-9784.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2024Q4,-2858.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2025Q1,-5304.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2025Q2,-3099.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2025Q3,-171.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2025Q4,-1253.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2006Q1,-7906.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2006Q2,-66192.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2006Q3,52400.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2006Q4,-48740.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2007Q1,-37949.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2007Q2,-36644.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2007Q3,-488.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2007Q4,-11423.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2008Q1,23740.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2008Q2,42505.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2008Q3,34550.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2008Q4,81433.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2009Q1,-3956.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2009Q2,39847.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2009Q3,29619.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2009Q4,56222.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2010Q1,110705.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2010Q2,-2650.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2010Q3,-35470.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2010Q4,-21751.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2011Q1,27.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2011Q2,-42782.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2011Q3,86464.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2011Q4,35699.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2012Q1,-31553.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2012Q2,35003.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2012Q3,-156109.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2012Q4,-21698.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2013Q1,-33053.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2013Q2,19262.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2013Q3,67759.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2013Q4,-10311.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2014Q1,5686.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2014Q2,-11774.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2014Q3,5443.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2014Q4,-11722.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2015Q1,120642.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2015Q2,71257.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2015Q3,-8709.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2015Q4,-26540.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2016Q1,13658.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2016Q2,118457.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2016Q3,24733.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2016Q4,44753.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2017Q1,-50164.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2017Q2,-43812.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2017Q3,-23113.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2017Q4,52096.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2018Q1,29594.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2018Q2,60249.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2018Q3,4638.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2018Q4,57774.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2019Q1,-120517.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2019Q2,-15228.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2019Q3,42096.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2019Q4,25220.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2020Q1,86075.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2020Q2,-28159.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2020Q3,-28690.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2020Q4,-43577.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2021Q1,51988.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2021Q2,39677.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2021Q3,-18257.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2021Q4,71518.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2022Q1,-13934.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2022Q2,10580.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2022Q3,40814.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2022Q4,-53669.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2023Q1,-83689.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2023Q2,-145696.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2023Q3,12811.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2023Q4,-58675.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2024Q1,-42689.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2024Q2,-28443.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2024Q3,-36382.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2024Q4,106496.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2025Q1,-50372.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2025Q2,-19348.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2025Q3,-41227.0,GBP million
-HHYR,기타투자(OI),UK_BoP_Table_A_sub3,2025Q4,54439.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2006Q1,-465.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2006Q2,-210.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2006Q3,385.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2006Q4,-136.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2007Q1,-824.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2007Q2,67.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2007Q3,-558.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2007Q4,2506.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2008Q1,-931.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2008Q2,108.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2008Q3,-2132.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2008Q4,1617.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2009Q1,-1877.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2009Q2,1304.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2009Q3,6787.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2009Q4,-451.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2010Q1,1323.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2010Q2,2862.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2010Q3,676.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2010Q4,1209.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2011Q1,2300.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2011Q2,2450.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2011Q3,-959.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2011Q4,1157.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2012Q1,612.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2012Q2,2730.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2012Q3,2493.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2012Q4,1807.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2013Q1,2828.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2013Q2,874.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2013Q3,766.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2013Q4,493.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2014Q1,2709.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2014Q2,825.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2014Q3,-665.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2014Q4,4244.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2015Q1,12638.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2015Q2,1101.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2015Q3,5260.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2015Q4,2080.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2016Q1,2328.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2016Q2,2791.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2016Q3,2596.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2016Q4,-1204.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2017Q1,4054.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2017Q2,1760.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2017Q3,15.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2017Q4,970.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2018Q1,3488.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2018Q2,2017.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2018Q3,-28.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2018Q4,13089.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2019Q1,-6270.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2019Q2,-4616.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2019Q3,-247.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2019Q4,10261.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2020Q1,-3259.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2020Q2,502.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2020Q3,-5817.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2020Q4,5992.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2021Q1,-1580.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2021Q2,-2930.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2021Q3,20555.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2021Q4,1656.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2022Q1,769.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2022Q2,-4761.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2022Q3,-5038.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2022Q4,7955.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2023Q1,-5888.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2023Q2,2341.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2023Q3,284.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2023Q4,-447.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2024Q1,-584.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2024Q2,-1985.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2024Q3,-798.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2024Q4,1056.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2025Q1,607.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2025Q2,4555.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2025Q3,4080.0,GBP million
-LTCV,준비자산(RA),UK_BoP_Table_A_sub3,2025Q4,507.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2006Q1,-8006.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2006Q2,-27788.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2006Q3,-10718.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2006Q4,-16411.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2007Q1,-11536.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2007Q2,-6435.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2007Q3,-24028.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2007Q4,-28372.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2008Q1,-18154.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2008Q2,-10043.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2008Q3,-10982.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2008Q4,-30698.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2009Q1,-10012.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2009Q2,-6733.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2009Q3,-23101.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2009Q4,-4341.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2010Q1,-22726.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2010Q2,6361.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2010Q3,-17204.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2010Q4,-26667.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2011Q1,7532.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2011Q2,-15533.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2011Q3,-6025.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2011Q4,-17972.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2012Q1,-8524.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2012Q2,230.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2012Q3,-21556.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2012Q4,-14518.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2013Q1,-10900.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2013Q2,-2031.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2013Q3,-38289.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2013Q4,-17588.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2014Q1,-32512.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2014Q2,-3911.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2014Q3,-14779.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2014Q4,-36286.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2015Q1,-14660.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2015Q2,-25343.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2015Q3,-35666.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2015Q4,-29171.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2016Q1,-23720.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2016Q2,-8942.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2016Q3,-52062.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2016Q4,-27546.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2017Q1,-28581.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2017Q2,-12484.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2017Q3,-26428.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2017Q4,-11677.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2018Q1,-8919.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2018Q2,-31440.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2018Q3,-15742.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2018Q4,-36818.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2019Q1,-31748.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2019Q2,-22412.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2019Q3,-15851.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2019Q4,-1566.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2020Q1,-17337.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2020Q2,-574.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2020Q3,-11990.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2020Q4,-40295.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2021Q1,-7577.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2021Q2,-752.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2021Q3,-17837.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2021Q4,-7882.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2022Q1,-35479.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2022Q2,-23047.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2022Q3,-12052.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2022Q4,10367.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2023Q1,-23428.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2023Q2,-26127.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2023Q3,-13518.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2023Q4,-22121.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2024Q1,-4356.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2024Q2,-31632.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2024Q3,-27743.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2024Q4,-30316.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2025Q1,-21236.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2025Q2,-30534.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2025Q3,-25222.0,GBP million
-HBNT,금융계정 합계(FA),UK_BoP_Table_A_sub3,2025Q4,-9371.0,GBP million
FNVQ,자본수지(KA),UK_BoP_Table_A_sub1,2006Q1,176.0,GBP million
FNVQ,자본수지(KA),UK_BoP_Table_A_sub1,2006Q2,-1587.0,GBP million
