cdid,item_name_kr,stat_code,time,data_value,unit
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2021Q3,-5277.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2021Q4,-5574.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2022Q1,-5982.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2022Q2,-6035.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2022Q3,-5116.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2022Q4,-5933.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2023Q1,-5358.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2023Q2,-5306.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2023Q3,-5045.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2023Q4,-4459.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2024Q1,-5906.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2024Q2,-3656.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2024Q3,-2141.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2024Q4,-5544.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2025Q1,-4773.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2025Q2,-4030.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2025Q3,-4115.0,GBP million
IKBP,2차소득(SI),UK_BoP_Table_A_sub1,2025Q4,-3557.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2006Q1,-12536.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2006Q2,-10272.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2006Q3,-12321.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2006Q4,-10752.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2007Q1,-15014.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2007Q2,-10775.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2007Q3,-17168.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2007Q4,-14656.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2008Q1,-14195.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2008Q2,-16647.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2008Q3,-14467.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2008Q4,-16236.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2009Q1,-15562.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2009Q2,-14828.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2009Q3,-8802.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2009Q4,-8423.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2010Q1,-9721.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2010Q2,-9100.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2010Q3,-13268.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2010Q4,-12416.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2011Q1,-3302.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2011Q2,-5168.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2011Q3,-11255.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2011Q4,-7505.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2012Q1,-7661.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2012Q2,-16199.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2012Q3,-12880.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2012Q4,-16917.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2013Q1,-19326.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2013Q2,-17657.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2013Q3,-19933.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2013Q4,-23851.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2014Q1,-18200.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2014Q2,-18256.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2014Q3,-22073.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2014Q4,-31769.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2015Q1,-25776.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2015Q2,-14221.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2015Q3,-20413.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2015Q4,-31796.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2016Q1,-27970.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2016Q2,-25159.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2016Q3,-32707.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2016Q4,-19315.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2017Q1,-15445.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2017Q2,-22652.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2017Q3,-17213.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2017Q4,-15565.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2018Q1,-20949.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2018Q2,-16834.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2018Q3,-18810.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2018Q4,-24249.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2019Q1,-32956.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2019Q2,-13056.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2019Q3,-12872.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2019Q4,3022.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2020Q1,-12605.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2020Q2,-8224.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2020Q3,-9335.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2020Q4,-27636.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2021Q1,-3355.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2021Q2,5008.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2021Q3,-15561.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2021Q4,-3652.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2022Q1,-36480.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2022Q2,-15794.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2022Q3,-2431.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2022Q4,5258.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2023Q1,-19791.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2023Q2,-34682.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2023Q3,-15739.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2023Q4,-28045.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2024Q1,-20844.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2024Q2,-23332.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2024Q3,-13894.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2024Q4,-27596.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2025Q1,-21410.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2025Q2,-23214.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2025Q3,-10689.0,GBP million
HBOP,경상수지 합계(CA),UK_BoP_Table_A_sub1,2025Q4,-18392.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2006Q1,-29119.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2006Q2,-26376.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2006Q3,-11348.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2006Q4,30825.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2007Q1,-678.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2007Q2,24834.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2007Q3,11926.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2007Q4,43405.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2008Q1,-8003.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2008Q2,19401.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2008Q3,24564.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2008Q4,21713.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2009Q1,-1119.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2009Q2,-7441.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2009Q3,-17728.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2009Q4,-12705.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2010Q1,-13213.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2010Q2,25295.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2010Q3,-6753.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2010Q4,-11871.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2011Q1,18964.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2011Q2,13094.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2011Q3,6028.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2011Q4,-4765.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2012Q1,-8921.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2012Q2,-1363.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2012Q3,-1647.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2012Q4,-10065.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2013Q1,6356.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2013Q2,-39087.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2013Q3,-9084.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2013Q4,34657.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2014Q1,-139683.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2014Q2,23696.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2014Q3,42439.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2014Q4,-33398.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2015Q1,-55251.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2015Q2,-4053.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2015Q3,-4451.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2015Q4,-5632.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2016Q1,-66758.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2016Q2,-23374.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2016Q3,-31246.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2016Q4,-98074.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2017Q1,-3644.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2017Q2,9875.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2017Q3,34371.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2017Q4,-4846.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2018Q1,-8355.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2018Q2,22692.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2018Q3,17947.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2018Q4,-35939.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2019Q1,16790.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2019Q2,-21234.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2019Q3,-17931.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2019Q4,-10687.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2020Q1,-47115.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2020Q2,-21145.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2020Q3,657.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2020Q4,-41811.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2021Q1,-5780.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2021Q2,-15193.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2021Q3,35272.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2021Q4,8526.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2022Q1,13804.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2022Q2,-261.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2022Q3,-3038.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2022Q4,30904.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2023Q1,-21858.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2023Q2,10158.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2023Q3,30860.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2023Q4,-7106.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2024Q1,6136.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2024Q2,-8416.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2024Q3,-24008.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2024Q4,-19873.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2025Q1,-4432.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2025Q2,-6499.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2025Q3,19762.0,GBP million
-MU7M,직접투자(DI),UK_BoP_Table_A_sub3,2025Q4,-1576.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2006Q1,26952.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2006Q2,56547.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2006Q3,-46117.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2006Q4,27403.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2007Q1,29280.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2007Q2,-14214.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2007Q3,-42516.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2007Q4,-64888.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2008Q1,-97402.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2008Q2,-90342.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2008Q3,-53823.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2008Q4,-193204.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2009Q1,-12605.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2009Q2,-33067.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2009Q3,-31386.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2009Q4,-23687.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2010Q1,-97499.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2010Q2,-4151.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2010Q3,32920.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2010Q4,8951.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2011Q1,-58411.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2011Q2,10761.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2011Q3,-82361.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2011Q4,-27204.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2012Q1,56317.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2012Q2,-16487.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2012Q3,128918.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2012Q4,13167.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2013Q1,-26700.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2013Q2,-44304.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2013Q3,-24998.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2013Q4,-53785.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2014Q1,71133.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2014Q2,-3051.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2014Q3,-34227.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2014Q4,-23107.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2015Q1,8224.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2015Q2,-103226.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2015Q3,-34181.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2015Q4,3174.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2016Q1,3864.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2016Q2,-87304.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2016Q3,-61207.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2016Q4,32203.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2017Q1,11371.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2017Q2,12934.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2017Q3,-44219.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2017Q4,-51824.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2018Q1,-54280.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2018Q2,-104963.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2018Q3,-52391.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2018Q4,-56190.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2019Q1,83286.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2019Q2,24130.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2019Q3,-61870.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2019Q4,-16697.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2020Q1,-62089.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2020Q2,43517.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2020Q3,8421.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2020Q4,40484.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2021Q1,-51837.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2021Q2,-4111.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2021Q3,-52760.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2021Q4,-83569.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2022Q1,-41066.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2022Q2,-18915.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2022Q3,-22457.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2022Q4,46480.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2023Q1,73978.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2023Q2,80127.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2023Q3,-32124.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2023Q4,58710.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2024Q1,43823.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2024Q2,-5886.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2024Q3,43229.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2024Q4,-115137.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2025Q1,38265.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2025Q2,-6143.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2025Q3,-7666.0,GBP million
-HHZD,증권투자(PI_FA),UK_BoP_Table_A_sub3,2025Q4,-61488.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2006Q1,2532.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2006Q2,8443.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2006Q3,-6038.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2006Q4,-25763.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2007Q1,-1365.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2007Q2,19522.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2007Q3,7608.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2007Q4,2028.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2008Q1,64442.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2008Q2,18285.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2008Q3,-14141.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2008Q4,57743.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2009Q1,9545.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2009Q2,-7376.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2009Q3,-10393.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2009Q4,-23720.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2010Q1,-24042.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2010Q2,-14995.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2010Q3,-8577.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2010Q4,-3205.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2011Q1,44652.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2011Q2,944.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2011Q3,-15197.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2011Q4,-22859.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2012Q1,-24979.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2012Q2,-19653.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2012Q3,4789.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2012Q4,2271.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2013Q1,39669.0,GBP million
-ZPNN,파생금융상품(FD),UK_BoP_Table_A_sub3,2013Q2,61224.0,GBP million
